LR_Diff,RodPulse,RodIndex,SizeName,Red,Red/Orange,Dark Orange,Orange,Green,Scar,Texture,Blem,Dark Blem,Trapeziod Angle (Deg),Stem angle,Smoothness,Flatness,Elongation,Calyx size,Stem Size,IQS 1 avg,IQS 2 avg,Rough skin,Fruit Center X (mm),Fruit Center Y (mm)
35.7,240,34,72,0,0,0,0,0,5.7347,5351.9482,577.0512,3.5851,180,167.1846,100,4.1047,1.452,271.5602,774.8869,13.99,20.605,0,2.6893,-2.2368
33.6,10,182,72,0.0821,0.149,6.5755,92.0223,0.0153,0.6629,497.1714,9.5751,0,180,167.2853,100,3.4646,6.1942,1.674,269.2078,11.84,32.01,74.0741,4.4238,-3.5985
36.6,15,187,56,0.1039,0.2001,9.7995,88.2475,0,0.204,933.4637,30.8395,2.1875,180,162.7422,100,4.2257,3.6664,112.996,585.5748,11.495,32.33,67.8571,4.5075,-5.239
38.1,26,198,40,0.3929,0.4368,16.4902,81.9218,0.2078,0.2793,1309.7985,4.9444,14.7159,156.396,180,62.6669,5.0297,4.429,205.7188,578.3512,11.89,34.735,92.5926,2.7032,0.8197
39.1,30,202,40,0.3597,0.2155,12.6225,86.3907,0,0.0356,1234.3666,40.5629,3.0353,180,177.7695,100,5.9253,5.605,142.9441,579.0642,11.77,33.92,80.7692,4.2563,-2.3657
8,33,205,56,0.1613,0.3406,9.3458,88.1484,0.1308,0.3728,445.977,20.7636,0,180,150.1433,100,4.9337,3.7446,1.6345,405.9722,11.395,31.72,77.7778,3.2937,-2.5286
13.8,39,211,56,0.1218,0.3293,9.1016,89.7961,0.0838,0.316,1419.859,23.488,12.8228,180,175.9481,91.4624,9.4772,3.7957,86.9645,253.5595,11.52,33.295,100,2.3744,-3.0497
41.6,42,214,48,0.0945,0.168,8.1167,89.1679,0.007,0.1715,939.8261,4.0808,26.6673,180,170.7758,84.8194,5.3364,6.2342,87.2178,311.0551,11.315,32.39,59.2593,3.1734,-3.7447
-29.3,52,224,32,0.184,0.2146,13.2507,83.9707,0.0628,0.2205,1538.2806,185.0065,1.6265,180,171.5982,82.7274,6.8551,4.3232,1.9076,59.0481,10.66,36.23,84.6154,5.3248,-1.762
65.6,54,226,40,0.3055,0.3752,12.1073,84.2633,0.0534,0.2892,1113.1658,83.1646,6.414,180,149.5371,100,4.9883,10.116,168.197,641.0723,11.325,34.865,92.3077,2.7555,2.6498
10.4,56,228,56,0.2322,0.2643,14.5398,84.3991,0.0774,0.1661,654.0533,3.897,1.9069,180,167.5685,100,4.8016,3.6852,119.771,437.818,12.075,32.94,73.0769,2.6891,-4.85
39.9,62,234,48,0.1751,0.2232,10.0022,88.7119,0,0.0755,857.3968,43.0941,11.8053,180,160.6617,100,11.4286,6.5216,4.1695,468.7014,10.845,36.19,96.2963,0.6641,-1.1379
41.1,66,238,48,0.1516,0.1722,12.765,86.67,0.0517,0.0999,793.3963,36.1378,1.6211,180,159.9986,75.8247,4.0044,4.3095,136.7121,320.6633,11.9,33.7,100,2.654,-3.6987
31,67,239,48,0.0274,0.209,7.249,91.1594,0.1422,0.4437,1120.0005,201.8731,24.2781,180,167.3495,66.9015,7.296,10.9806,197.829,334.5181,11.19,33.275,88.4615,2.0459,-2.8466
11.5,68,240,56,0.0362,0.1753,6.3049,92.0203,0.0076,0.2648,540.8046,8.7873,3.2788,180,156.8253,90.4883,4.6876,3.7093,193.7216,255.4223,11.12,33.045,66.6667,1.8962,-2.2978
30,72,244,48,0.4272,0.5332,12.5167,84.1253,0.0642,0.4015,1032.7605,71.2155,18.664,180,177.0072,91.2576,7.5104,8.583,254.929,720.2507,11.65,33.635,100,1.5735,1.0539
19.9,78,250,72,0.064,0.1492,9.2456,89.866,0.247,0.2363,497.7873,1.9214,1.0979,180,180,83.9907,3.5548,12.3977,131.1272,281.78,11.755,33.6,19.2308,2.5637,-2.9759
2.5,82,254,48,0.1014,0.2138,13.6682,85.1201,0.038,0.1172,1531.1317,85.5577,10.8087,180,180,100,6.4745,7.375,194.012,305.1687,11.12,34.49,77.7778,2.9154,-0.484
-1.6,83,255,36,0.0703,0.1177,8.9503,89.5842,0,0.1131,1230.7882,130.1356,3.8335,180,149.4628,71.9946,5.9824,4.5649,8.5756,96.4854,11.14,30.24,88.8889,4.7749,-6.3885
17.3,85,257,48,0.1646,0.251,9.4195,89.029,0.1271,0.1842,453.6311,19.6095,6.5037,180,142.0786,21.6999,10.0403,5.2742,174.9408,417.4786,11.215,33.645,73.0769,0.9211,-1.7445
26,87,259,56,0.099,0.1536,10.1654,88.3207,0.2133,0.2475,467.5523,38.1859,5.5079,180,159.8012,80.401,8.126,10.6821,243.616,411.5732,11.775,33.92,70.3704,1.9616,1.6933
-4.9,89,261,56,0.1485,0.1763,7.1777,91.5233,0,0.0946,553.8146,0.2724,0,180,171.0679,100,4.8251,1.8933,190.6862,453.0414,11.065,35.185,74.0741,2.4773,-0.8443
13.8,92,264,72,0.0079,0.1107,2.0118,86.8108,0,2.2647,349.0767,97.7815,6.3035,180,172.813,88.9033,6.2321,3.1757,209.0617,333.0288,9.9,30.56,67.8571,2.5189,-0.5165
12.5,98,270,56,0.0778,0.1964,5.2788,93.6818,0.0037,0.1408,535.4181,12.9409,0,180,163.6961,94.0452,4.9382,8.6268,64.7266,210.4306,10.9,35.08,22.2222,5.3421,-3.1438
25.7,100,272,56,0.0743,0.141,6.5285,92.7724,0.0267,0.24,479.5203,21.0826,0,180,178.4406,93.1248,5.7657,2.5644,63.519,353.9959,10.895,35.705,61.5385,2.4749,-0.7539
44.3,101,273,40,0.0371,0.0989,8.5758,89.9655,0.258,0.5563,938.8108,50.4806,4.3103,180,180,93.8027,7.7151,11.7516,245.9037,482.1889,10.96,35.505,74.0741,3.5649,-1.8711
29,107,279,48,0.2316,0.2525,10.8712,87.4362,0.0905,0.4998,1259.1028,15.0139,71.4617,180,180,100,6.837,3.9369,217.7784,550.2906,11.89,33.78,55.5556,3.5468,-1.5059
24.3,109,281,56,0.1856,0.258,9.3334,89.4232,0.0779,0.3025,485.1614,4.9257,1.3682,165.7128,180,100,4.8443,2.6174,183.9523,402.559,11.905,33.54,40.7407,2.2286,-1.788
32.4,112,284,40,0.284,0.3328,11.647,86.6554,0.0061,0.1893,1187.0438,46.0322,8.5855,180,180,94.6637,5.0752,5.4727,170.9464,448.3122,11.87,33.26,100,4.112,-3.228
21.2,114,286,56,0.3157,0.6071,9.6451,88.9501,0.0075,0.1065,914.7385,34.9122,0.2775,180,153.0647,100,6.7664,4.1593,235.024,290.2882,11.665,33.29,84.6154,1.1303,-4.5658
26.4,123,295,72,0.1152,0.196,8.1823,89.9242,0,0.2364,352.0014,1.9244,5.7731,180,166.6735,100,3.8581,3.9667,85.0898,298.7802,11.87,33.215,22.2222,3.3758,-3.8452
18.2,124,296,56,0.1009,0.1706,11.0382,87.3774,0.0367,0.1632,490.5788,36.4164,7.0667,180,169.6869,100,6.7764,3.8739,234.7104,457.4978,11.385,34.425,62.963,3.2033,-2.0486
14,125,297,48,0.0439,0.1142,9.5406,89.4071,0.007,0.1704,902.3887,113.8315,2.1744,180,162.6531,100,4.3293,3.9158,79.3648,467.4699,11.585,32.725,100,3.1324,-2.5691
35.7,126,298,56,0.0646,0.1476,8.8617,90.3783,0.0203,0.1531,793.0568,58.9132,0.8172,180,156.0701,100,7.3345,3.9771,11.1172,314.7147,12.11,30.28,52,3.5557,-3.1066
18.5,128,300,40,0.0705,0.1803,10.1798,88.2255,0,0.1065,833.8604,83.5197,8.6143,180,149.3122,100,7.208,4.327,41.6041,374.4633,11.37,32.74,76.9231,3.6129,-2.9864
27.9,129,301,56,0.0762,0.2109,5.4912,93.2121,0.0117,0.2597,274.7948,6.6435,0,180,157.4473,80.5269,4.6147,2.9871,159.0211,314.4297,10.82,34.87,65.3846,4.0486,1.2971
13.8,131,303,48,0.1356,0.1493,7.8983,90.2906,0.0103,0.2884,407.6963,24.699,4.9887,180,176.3388,65.252,3.882,3.3468,205.9865,772.7854,11.105,33.33,96.2963,2.7232,-2.3296
25.5,134,306,88,0.1542,0.1648,6.7826,92.4296,0.0824,0.2683,344.9824,2.7998,0.8312,180,173.1568,56.9519,5.9318,5.7364,28.8603,266.1925,11.705,33.76,30.7692,2.7258,-3.4737
33.4,135,307,48,0.0848,0.1733,9.6655,87.688,0,0.2473,1269.6289,105.2652,5.4166,180,151.5349,100,4.1636,6.858,178.7263,317.8052,10.75,33.57,74.0741,4.9212,-4.3334
22.2,138,310,48,0.0973,0.2246,7.5734,89.9086,0.0354,0.2741,838.3179,34.6697,22.2743,180,152.6078,45.8512,4.5681,5.6891,2.4442,433.5697,10.86,34.8,92.5926,2.4956,-1.7088
-2.8,143,315,40,0.1208,0.1633,10.0472,87.5953,0,0.2335,817.3355,88.9427,5.0888,180,152.763,60.2443,5.9116,3.8289,127.4748,559.6469,11.49,33.995,69.2308,2.3517,-0.9848
60.6,146,318,56,0.094,0.2084,7.4388,90.2322,0.0018,0.2987,259.1635,9.2411,0,180,161.3615,100,4.9037,4.3109,185.8156,348.128,11.225,34.295,50,3.9832,1.2168
36.1,149,321,48,0.1874,0.3317,11.5801,86.6087,0.0398,0.2438,933.3865,34.2836,22.4926,180,148.8641,52.5389,6.3629,4.4438,1.8981,398.0629,11.2,33.72,65.3846,2.2236,-1.1349
18.2,154,326,56,0.1019,0.1729,12.5865,86.3851,0.0036,0.1729,805.7509,29.7331,2.7309,180,173.4321,82.8446,8.9285,3.5137,240.1819,344.9597,12.295,29.47,84.6154,1.125,-0.4998
29.2,160,332,48,0.2706,0.2362,10.9947,88.0442,0,0.0705,1231.5895,62.4862,10.7758,180,166.5973,100,5.0515,2.2755,2.2059,758.347,10.99,33.78,73.0769,2.4163,-1.9394
31.1,195,33,56,0.0893,0.1976,14.832,83.8193,0.0114,0.2185,575.7463,74.9397,0,180,139.2454,100,9.6522,5.2308,8.1214,564.4977,12.535,31.07,81.4815,2.5847,-2.4022
22.7,203,41,56,0.1415,0.3717,9.4246,88.6063,0.1006,0.4995,827.9462,9.7506,2.5073,180,180,95.1311,2.8627,6.9192,155.8024,564.1832,11.76,32.6,92.5926,2.0224,1.3731
19,208,46,40,0.178,0.198,8.6826,89.5972,0.0017,0.1031,776.9063,34.5382,12.1857,180,155.2233,94.532,7.6143,3.2952,194.5032,799.6393,11.295,32.895,77.7778,0.1548,-4.4458
23.3,219,57,48,0.12,0.2061,9.721,89.0539,0,0.1352,795.8447,56.5844,27.5486,180,161.5054,18.1841,8.6544,2.7199,25.4979,583.2262,10.71,36.085,78.5714,1.4194,-2.3788
18,233,71,48,0.1848,0.1937,11.4497,87.3314,0,0.1546,391.0173,25.6339,0,180,144.9384,100,7.1625,2.8912,255.1641,449.9747,11.725,32.89,65.3846,2.3197,-4.5546
-5.4,235,73,40,0.051,0.1344,7.289,91.8879,0,0.1633,750.6273,62.2976,5.4359,180,143.1657,100,10.7782,6.8011,1.8871,247.4209,11.105,33.2,50,-0.3236,-2.6747
11.5,239,77,36,0.1156,0.3692,10.2389,87.6718,0.066,0.1321,1196.8436,80.2798,24.2183,180,146.285,74.1781,11.374,6.9097,151.2943,783.4117,11.65,32.18,80.7692,2.7945,-2.086
12.2,242,80,56,0.0473,0.2102,6.8675,90.9778,0,0.479,266.5973,0,0,180,179.1856,100,5.2732,4.0796,228.196,257.4244,11.385,32.26,39.2857,2.0443,-0.8273
20.7,245,83,88,0.0716,0.2084,5.5201,93.54,0.0022,0.3017,588.3438,25.4728,11.0738,180,162.1599,100,3.5142,3.6095,150.0494,193.1403,11.495,34.3,64,1.6064,-2.9035
31.9,246,84,56,0.076,0.1519,5.7366,93.0828,0.2692,0.3963,1101.4452,22.095,0,180,180,84.0344,5.6798,13.27,187.111,525.5005,11.46,33.45,76.9231,3.3755,-4.222
26.2,249,87,36,0.1123,0.1378,11.4587,86.9221,0.2075,0.4745,1158.8719,29.8675,16.96,180,180,100,7.9553,9.9383,63.6409,506.649,11.22,35.04,85.1852,1.4805,-1.9337
15.4,251,89,56,0.0449,0.1938,6.6013,92.2213,0.0592,0.2172,591.0001,3.2689,1.0896,180,180,94.9116,6.9215,3.9304,236.7629,288.6271,11.21,33.855,51.8519,2.1838,-0.8899
8.8,252,90,48,0.1583,0.3765,11.8374,85.8904,0.0483,0.4015,1298.3951,54.3895,40.2769,150.1343,180,95.1252,6.1673,6.4838,152.0708,363.7417,10.44,35.095,100,2.2129,0.0168
30.4,255,93,40,0.068,0.1329,9.9024,88.9729,0.0016,0.0965,1436.1584,50.0432,15.9172,180,172.5278,100,7.296,3.902,1.6441,445.8929,10.675,36.025,81.4815,1.0592,-2.9901
45.6,0,94,48,0.0594,0.1476,12.089,87.4122,0.0543,0.1764,837.6675,0.5543,0.2698,170.3948,180,100,6.796,3.3349,188.8386,425.3531,11.8,33.41,77.7778,2.1545,-4.418
43.6,3,97,56,0.0577,0.1805,9.4293,89.1673,0,0.1731,544.126,42.8017,6.7161,180,161.103,100,6.7686,2.4225,227.6799,353.2892,11.515,30.665,40.7407,2.4668,-3.2818
21.2,5,99,56,0.041,0.2887,6.7033,92.4921,0.0838,0.2682,895.8477,29.1297,0,174.373,180,100,4.2626,4.1419,130.4336,393.5877,11.91,31.75,80.7692,1.3471,-3.4161
4.5,6,100,56,0.1949,0.1968,11.0054,88.377,0,0.1184,1299.8854,28.6723,10.6357,180,170.0387,72.3869,6.7267,3.7867,131.4101,213.3608,11.115,34.28,65.3846,4.4176,-2.4662
23.6,8,102,56,0.019,0.1233,4.3002,84.5767,0.1423,2.6347,303.7282,15.8048,12.8349,154.3716,180,84.1321,4.8001,4.2696,114.3931,292.2303,9.705,29.045,80.7692,4.621,0.1009
50.4,13,107,48,0.1337,0.2092,8.5791,89.9894,0,0.1286,902.1288,45.7971,10.0266,180,162.7307,93.9433,5.2723,3.1107,1.356,776.0897,11.665,33.62,80.7692,2.773,-3.3489
35.5,16,110,56,0.0613,0.2416,6.8481,91.9204,0.0487,0.559,1199.7813,3.5467,1.1227,180,158.2123,93.8915,5.7611,9.4033,105.2364,435.7908,11.74,33.875,80,1.8704,-3.6129
-2.2,18,112,88,0.154,0.7075,8.8123,78.2638,1.4191,3.683,2233.9834,171.6225,58.5016,180,148.6063,100,7.7909,8.3218,250.76,806.6066,11.405,31.665,82.1429,1.9789,-0.9465
63.2,21,115,48,0.1142,0.2744,8.7665,89.6902,0.138,0.4409,1266.47,13.8218,1.8885,180,180,100,3.4392,6.7084,199.6626,631.0656,11.95,33.6,81.4815,3.7315,-2.2231
15.7,26,120,48,0.0242,0.1915,8.4946,86.8233,0.05,1.4439,1248.8265,46.2036,36.1388,166.2981,180,100,6.8302,3.9002,180.7026,391.2598,11.425,30.805,59.2593,1.8013,-2.4835
18.9,27,121,56,0.1188,0.2066,7.8819,90.9425,0,0.0859,657.8454,2.9879,8.9493,180,171.6014,100,5.5686,3.5202,2.2304,422.6007,11.105,34.29,53.8462,3.3611,-2.4042
14.9,28,122,72,0.0791,0.1345,4.8633,94.2763,0,0.0534,281.6498,2.2315,0,180,171.1954,100,7.5869,2.7064,189.0638,344.7404,11.05,34.615,50,1.4631,-2.1176
16.6,29,123,40,0.1734,0.2967,9.5279,88.4151,0.0017,0.2084,1706.5043,125.1395,18.8533,180,170.1655,100,4.1838,3.4138,129.2271,479.01,10.825,33.835,68,3.1664,-3.4582
17,32,126,36,0.0732,0.242,9.3341,88.9605,0.0191,0.1226,1189.6173,19.9088,8.2244,180,177.3605,38.4203,4.9136,3.7931,118.8377,486.6766,11.03,34.23,96.4286,4.0869,-0.3962
23.4,33,127,48,0.0867,0.0772,7.738,91.3653,0.1529,0.3609,1630.6923,83.6819,22.4091,180,149.4935,87.3507,9.0389,8.2195,2.6989,587.7194,11.795,33.525,77.7778,2.6659,0.1493
8.3,34,128,72,0.0497,0.2161,4.7364,93.665,0.0382,0.371,222.6262,3.3066,5.7865,180,180,100,4.0855,9.0074,69.2964,332.7383,10.95,34.33,19.2308,4.1409,-0.761
-15.4,36,130,36,0.0891,0.1702,13.366,82.8622,0,0.1913,1481.1781,167.9038,11.5448,180,165.3621,100,7.347,4.5667,1.3334,333.8086,11.49,32.97,70.3704,3.1172,-3.1065
42.3,41,135,48,0.1385,0.1299,14.3534,84.5866,0.0034,0.0889,883.3774,54.5219,0.8315,180,142.2935,89.9678,4.8585,4.322,1.9415,580.8401,11.61,33.14,76.9231,5.242,-3.9894
21.7,42,136,48,0.0441,0.1679,6.7616,91.9329,0,0.1458,942.6672,73.2784,12.7705,180,159.4817,100,7.9238,3.067,206.694,355.5225,11.525,34.4,69.2308,3.708,-1.1619
26.2,44,138,40,0.0423,0.3106,8.1026,90.3854,0.1721,0.4083,1160.3407,24.7417,0,180,180,94.6709,5.3037,8.625,220.9071,606.9084,11.36,33.27,51.8519,3.3366,-3.9167
27.7,45,139,48,0.1387,0.3237,8.7618,89.5205,0.0875,0.2527,1176.0864,35.9799,25.717,180,175.4376,100,4.2408,5.1115,193.6416,433.5853,11.125,34.56,69.2308,3.1885,-3.4759
22.2,49,143,40,0.0697,0.2789,8.0165,89.8983,0.0957,0.4135,795.4926,24.1434,0.54,180,180,94.194,3.7334,6.2711,266.0331,577.8433,11.18,32.75,76,4.2658,-4.7063
6.7,51,145,48,0.0676,0.1439,4.8736,93.7394,0,0.1231,387.0835,47.6103,0.2714,180,153.2084,92.0292,4.4853,5.2773,4.6072,415.0659,10.745,34.655,60.7143,3.7027,-4.1583
18.7,54,148,40,0.1182,0.2065,9.2387,89.8627,0.0394,0.1766,1390.5186,18.0347,10.4987,180,172.9244,100,5.6929,2.197,208.4721,384.2762,10.86,34.46,66.6667,3.7413,-4.021
23,55,149,48,0.1255,0.1926,11.7618,87.6605,0.0034,0.1083,728.0134,27.4742,15.9687,180,168.0098,100,6.3204,4.9766,39.691,454.3822,11.29,35.33,96.2963,4.3355,-5.447
9.4,56,150,56,0.0446,0.1435,4.9244,93.7708,0,0.221,469.9379,29.3466,11.2476,180,161.207,95.16,6.4769,3.4057,242.5408,292.8718,11.3,33.035,40.7407,5.3397,-4.9765
48.8,57,151,36,0.1069,0.1896,12.4477,84.8975,0.003,0.1836,995.4386,111.4686,2.1334,180,143.53,100,7.3053,3.7627,42.8416,366.3153,11.67,33.53,92.5926,5.5255,-3.121
21.5,60,154,72,0.1595,0.4108,6.5349,92.2606,0.1655,0.3251,339.8988,1.0988,0,177.9653,180,82.5152,3.6817,3.8744,136.2946,325.1375,11.755,33.795,19.2308,3.2654,-4.412
37.2,65,159,40,0.0963,0.1791,10.7399,88.1524,0.0587,0.2739,958.7059,0.8199,0,180,180,100,4.4064,9.9722,192.8574,489.1284,11.87,33.4,73.0769,4.2537,-3.3906
23.6,69,163,56,0.0903,0.1416,8.1468,91.1187,0.0106,0.2549,831.0605,6.8484,5.5023,180,175.3659,92.3823,7.085,7.0674,182.6064,338.382,11.46,34.165,69.2308,2.6933,-3.4027
25.3,71,165,36,0.244,0.4614,13.4692,84.0434,0.1479,0.2558,1669.4763,19.2152,0,180,180,4.101,8.863,8.7288,84.8973,684.3506,11.35,33.6,88.4615,5.3439,-2.1971
19.2,74,168,48,0.0476,0.1172,7.0694,92.0675,0.0832,0.3891,771.8707,3.0575,0,180,147.3371,100,3.5861,6.3047,173.5597,360.4117,11.56,33.495,61.5385,3.1732,-4.033
25.4,75,169,56,0.1383,0.3465,9.2793,89.5877,0.07,0.2819,452.3254,0.2726,0,180,180,94.7148,5.5776,7.2298,78.3367,510.8881,11.14,34.605,85.1852,5.7997,-0.8468
45.1,77,171,48,0.065,0.2199,10.2772,88.7551,0.0899,0.3315,621.7465,16.2888,10.5911,180,180,100,5.9845,8.5119,170.4648,362.3375,11.54,33.24,96.1538,2.8392,-0.8926
22.4,78,172,56,0.0901,0.1663,7.8085,91.6355,0.0139,0.1905,969.6258,20.5194,0,180,161.7308,100,5.522,8.8052,158.5916,222.9575,11.005,33.7,84.6154,4.3618,-4.3766
14.7,80,174,56,0.1423,0.3249,7.3736,91.497,0.0422,0.2424,845.2451,48.4953,3.8325,180,170.0499,94.1919,5.5982,11.0426,85.5442,370.1645,11.26,33.795,53.8462,3.988,-1.3839
20.7,81,175,72,0.0917,0.1756,6.1388,92.8858,0,0.0585,323.4614,26.495,0,180,168.9366,100,6.8486,3.7096,142.0178,361.2266,11.32,34.555,67.8571,6.0198,-2.6853
3.3,83,177,56,0.1331,0.1529,12.9087,86.2299,0,0.1097,484.3803,10.212,0,180,163.1439,100,4.7519,1.96,207.8263,394.4008,11.62,33.49,80.7692,5.6394,-1.0227
144.2,86,180,48,0.0439,0.1418,7.6871,88.3402,0,0.1807,781.5688,102.957,5.7249,180,142.8252,89.9697,9.5021,5.2989,1.3787,319.9486,10.73,33.435,44.4444,2.4999,-5.3998
10.5,88,182,88,0.1645,0.2254,8.3947,90.6249,0.0473,0.1014,293.6219,0.8532,0,180,177.8802,50.0444,3.104,2.0733,86.8585,309.6651,11.83,34.045,25.9259,4.713,-1.0063
-5.9,90,184,36,0.052,0.11,10.0057,88.5699,0.0223,0.2379,1030.5066,98.9677,21.6042,180,158.6211,100,8.009,4.1578,1.6023,705.6707,10.635,34.24,92.5926,3.7734,-3.7741
45.6,93,187,48,0.0988,0.3573,8.6444,89.5246,0.056,0.3968,1327.1145,48.1003,2.4593,180,180,95.4021,6.015,5.5103,233.7365,498.6948,11.8,30.265,57.6923,3.3717,-4.9977
6,99,193,48,0.0516,0.1331,10.1121,87.3295,0,0.1547,591.1459,79.0516,9.6911,180,150.451,92.1275,5.3904,3.2132,7.279,392.394,11.36,32.49,57.6923,1.3704,-0.7975
25,103,197,56,0.093,0.1458,9.5958,89.5604,0.0237,0.1094,301.5712,0,0,180,166.8142,100,3.1028,2.7059,191.9042,481.3993,11.345,34.675,34.6154,3.274,-2.3112
5.5,104,198,36,0.1278,0.1582,9.9796,88.586,0.0365,0.1628,1885.5782,95.4489,20.0046,180,160.3198,95.2268,3.1794,4.6369,168.722,515.2088,10.89,34.17,61.5385,4.8445,-6.7597
42.8,108,202,72,0.1463,0.2036,9.4701,89.4425,0,0.1819,249.3178,0.5494,0,180,162.5669,92.5933,7.1764,2.6737,181.4345,473.992,11.985,33.805,61.5385,1.8338,-2.6844
20.7,109,203,56,0.0417,0.0814,8.3307,90.4671,0.0795,0.3484,1059.142,35.4787,3.8109,153.7654,171.8784,84.8116,4.4112,2.5447,102.0773,380.2596,11.095,34.28,60,2.661,-3.6692
25.6,110,204,40,0.1368,0.1635,8.1498,90.5452,0,0.0943,749.1562,36.4312,0,180,157.7297,100,8.8914,2.6811,2.6783,666.7957,10.95,33.74,57.6923,1.3421,-1.3051
23.2,113,207,48,0.2143,0.3647,13.0861,84.0624,0.8157,0.4027,542.3705,58.3619,29.1803,180,145.8689,100,4.3396,2.6062,2.7031,546.2651,11.755,34.12,76.9231,3.1033,-1.042
-11,117,211,36,0.1515,0.3455,12.0233,85.7872,0.0349,0.3046,987.9435,5.9051,3.221,153.2451,179.2737,79.8336,5.3456,4.8671,60.8099,472.7606,11.07,33.96,92.5926,1.2542,-0.3292
-1.4,119,213,48,0.0807,0.1563,8.7693,89.965,0.0258,0.4328,1293.2609,244.4954,4.1542,180,168.6602,100,5.3069,3.7722,233.668,343.1539,12.12,32.595,88.8889,4.955,0.0995
-29.1,120,214,40,0.051,0.1116,7.6989,91.0846,0.0032,0.0957,524.3583,32.363,0,180,154.1565,90.4169,6.1444,3.1723,1.3757,499.4221,10.475,35.34,76.9231,4.1074,-0.469
3.3,122,216,56,0.0706,0.2371,7.3199,91.7139,0.0941,0.2646,534.5118,4.1898,20.3329,150.1351,175.7505,100,5.8657,3.1352,126.9518,331.4748,11.63,32.92,36,4.89,-1.2869
43.8,124,218,48,0.0731,0.1877,9.9139,88.82,0,0.1612,651.7255,41.6923,29.1225,180,162.2755,82.651,8.0341,4.1234,239.1078,622.572,11.175,33.96,65.3846,0.5115,0.2048
-1.9,127,221,56,0.3458,0.3386,9.9136,88.5323,0.0072,0.1333,835.5618,150.0905,45.6028,180,170.0326,66.7917,3.9956,2.5637,109.5608,354.3946,11.415,35.59,53.8462,2.9355,-2.0316
19.3,135,229,48,0.0534,0.1033,12.3896,84.2952,0.0396,0.6231,783.5606,2.9829,0,180,180,93.8309,3.5669,7.2425,105.1516,445.7105,11.3,34.245,68,4.0017,-0.5294
23,137,231,56,0.0841,0.1736,10.8886,88.3238,0,0.1627,578.3345,94.3286,0,180,176.6133,100,6.9112,2.6422,105.2218,374.7014,12.095,28.79,62.069,3.0894,-1.0088
