LR_Diff,RodPulse,RodIndex,SizeName,Red,Red/Orange,Dark Orange,Orange,Green,Scar,Texture,Blem,Dark Blem,Trapeziod Angle (Deg),Stem angle,Smoothness,Flatness,Elongation,Calyx size,Stem Size,IQS 1 avg,IQS 2 avg,Rough skin,Fruit Center X (mm),Fruit Center Y (mm)
10.3,140,234,24,0.0301,0.1148,11.073,86.0619,0.0172,0.3187,1521.1437,188.8214,0.5475,180,142.5257,16.3357,8.5318,3.8017,207.1105,365.8037,11.33,32.07,96.2963,1.2456,-0.6672
61.6,141,235,48,0.0685,0.1387,9.3809,88.7302,0,0.1387,689.9735,110.7191,1.3509,180,155.6011,100,7.6472,3.2675,90.0351,427.0901,11.39,34,73.0769,4.2455,-3.2237
33.9,143,237,48,0.0874,0.2251,8.8954,89.9629,0.0065,0.353,668.4223,31.0231,4.399,180,161.285,100,8.2231,5.3134,9.9676,436.9806,11.395,33.59,69.2308,1.3701,-2.7881
57.6,145,239,56,0.1551,0.2309,12.1746,86.3462,0,0.2237,415.6018,1.6753,0.2724,180,176.5189,94.7903,5.5416,6.9585,74.2958,408.522,11.235,32.955,59.2593,2.242,-2.2601
31.5,149,243,48,0.0951,0.1578,9.2081,89.6655,0,0.0592,671.8142,64.6973,1.3651,180,163.2533,60.8505,10.6502,3.533,1.8871,265.8701,11.555,32.67,57.1429,1.628,-2.7348
30.7,151,245,56,0.0869,0.1267,9.8724,88.9038,0,0.1412,467.3661,15.3318,0,180,162.4701,100,6.1763,3.6921,179.8226,377.2754,11.05,31.605,81.4815,4.2452,-1.4697
17.3,156,250,48,0.2008,0.3171,11.0395,87.0772,0.0088,0.4387,976.9309,19.6136,8.4323,171.371,180,100,3.4694,4.43,174.3509,406.3676,11.445,32.56,84.6154,1.7251,-3.735
14.9,160,254,72,0.1472,0.5556,11.5061,87.1412,0.0648,0.2238,512.4478,57.8931,2.4896,174.2459,180,100,5.2606,5.3712,126.1988,313.6451,11.62,33.13,37.037,1.9386,-3.206
37.9,163,257,48,0.135,0.2614,10.2585,88.5591,0.0342,0.2665,1063.5494,32.2188,7.8475,180,158.7672,56.3792,6.2961,4.14,38.1212,324.3434,11.29,33.405,74.0741,1.8597,-4.2815
29.7,167,261,48,0.3019,0.4109,14.7865,83.7862,0.1124,0.2751,831.6169,20.124,4.8822,180,168.0804,94.9944,5.9691,5.6823,230.9314,476.2071,12.29,32.32,67.8571,2.4986,-2.3048
32.3,172,266,88,0.0782,0.1802,7.3362,91.7736,0,0.2301,257.7851,30.176,0,180,173.354,93.8253,6.4803,5.9441,62.867,161.1158,11.565,33.59,34.6154,1.5151,-0.8681
15,182,276,56,0.1107,0.3225,6.6914,91.4192,0.2653,0.5344,879.7209,72.5134,5.5054,171.6015,180,100,5.1691,4.1801,142.3176,443.5223,11.955,33.18,56,2.9357,-2.7183
41.7,190,284,72,0.1808,0.3259,8.3136,90.1166,0.004,0.3139,346.3044,52.4718,0,180,175.129,95.3051,5.1341,5.1989,111.4235,314.3563,11.74,34.5,34.6154,3.061,-0.6625
15.3,192,286,56,0.1248,0.1597,10.8817,87.8407,0.0936,0.4332,488.2658,13.9075,10.6319,180,180,72.9428,5.7518,3.3878,137.9599,362.8183,11.9,33.725,57.6923,2.6512,-0.9725
42.1,195,289,40,0.0829,0.1606,8.705,90.3278,0.0725,0.285,887.4851,18.4077,0,180,172.7637,100,7.2899,4.4695,167.8018,451.9961,11.48,34.855,73.0769,1.5575,-2.2273
23.7,197,291,40,0.0358,0.1237,9.8506,87.9056,0.0146,0.2522,1025.3807,35.1383,4.8543,180,174.5371,94.8818,6.0842,3.6698,249.4483,445.5794,11.025,32.065,67.8571,1.2034,-0.1984
21.8,201,295,56,0.1785,0.2563,12.2349,86.624,0.0247,0.1576,851.009,76.4288,4.1101,180,145.7813,100,6.469,3.2779,132.8201,413.5638,11.735,34.19,48.1481,3.4352,-2.2618
37,205,299,40,0.1095,0.1377,8.785,90.1762,0.0033,0.0979,1131.8115,90.2245,3.8631,180,159.4115,93.9274,7.9378,3.6819,32.8486,278.1471,11.43,35.265,34.6154,3.2095,-2.5763
11.1,206,300,48,0.0317,0.1358,6.7352,90.0585,0,0.2963,707.1041,139.1638,0,180,148.2273,92.7688,5.6241,4.0279,164.8797,446.1684,11.33,32.27,53.8462,4.1274,-2.857
51.7,208,302,40,0.1751,0.3662,10.8686,87.6907,0.0482,0.3003,939.1342,28.121,17.5555,180,174.8728,100,6.484,3.9748,269.3438,456.8279,11.355,33.565,57.6923,1.263,-0.6041
25,209,303,72,0.1031,0.2003,12.7878,86.6727,0.0337,0.0813,392.8991,12.445,0,180,170.0753,100,7.4013,2.7454,232.3105,509.5467,12.815,29.505,44.4444,2.4589,-3.3312
27,210,304,48,0.1206,0.4608,10.2193,88.5603,0.1134,0.1908,445.9356,20.0936,0.2712,180,180,81.4978,7.5501,3.5471,138.1773,358.653,11.11,34.165,84.6154,2.5918,-3.579
31.6,211,305,56,0.0321,0.0981,7.4321,91.8292,0.0571,0.3801,733.5948,87.2969,5.9975,180,160.7148,65.4935,5.4996,2.807,162.1269,306.5114,11.54,31.16,80.7692,3.9068,-2.5445
19.7,212,306,72,0.105,0.1902,7.5329,91.6508,0,0.1209,344.9068,1.6382,12.2862,180,160.5943,95.246,8.8583,3.8575,83.5075,363.7776,11.115,35.29,37.037,4.2645,-1.8258
36.4,213,307,40,0.0935,0.1499,8.2451,90.7365,0,0.0435,1439.6229,237.3827,9.415,180,135.9678,89.7981,8.4136,3.9244,2.3846,172.1645,11.71,33.21,70.3704,6.0186,-1.0378
17.2,214,308,48,0.066,0.1658,9.0961,90.3542,0.0051,0.1624,1026.4686,24.9164,64.6432,147.8094,168.487,95.3091,4.4791,4.3373,129.8825,307.0672,10.905,34.06,44.4444,4.9894,-2.275
30.3,215,309,56,0.2571,0.3524,8.1008,90.425,0.2283,0.1726,631.7139,13.4202,11.9409,180,180,70.7212,4.0884,3.9124,133.2833,416.8671,11.29,33.82,46.1538,3.7612,-1.9661
4.6,218,312,56,0.0909,0.237,8.7855,89.9866,0.0428,0.2032,683.9301,124.1871,9.9503,180,176.9939,100,4.1068,6.4989,193.3924,435.1986,11.38,33.99,69.2308,4.0952,-3.1884
34.5,219,313,56,0.0511,0.1709,6.0453,92.3659,0,0.1984,330.4318,9.3042,0,180,171.877,100,6.1619,4.258,95.9436,310.3706,10.99,33.12,55.5556,3.4919,-3.4555
1.6,221,315,48,0.149,0.1541,12.9986,86.3034,0,0.1022,1163.3053,30.8745,0.2784,180,146.4518,93.6112,9.5612,4.0761,5.1359,253.5861,11.505,32.735,73.0769,0.9317,-2.9542
43.4,224,318,56,0.0911,0.1899,10.4167,88.2117,0,0.3681,701.3695,38.6765,2.7958,180,168.8206,95.4823,4.9353,3.5792,2.7942,401.5901,11.635,34.23,21.4286,2.3915,-1.9908
19.2,227,321,72,0.2196,0.552,10.257,88.6857,0.0272,0.1186,477.3914,7.129,15.3587,169.5436,180,100,4.9253,2.5613,46.4125,270.3368,11.765,31.23,0,2.9747,-1.9767
-16.1,228,322,56,0.109,0.1781,10.3393,88.685,0,0.0527,328.2567,0,0,180,147.731,100,13.0014,5.4592,127.0286,545.3611,11.975,32.28,69.2308,2.0327,-2.6682
11,230,324,72,0.1583,0.2118,8.7103,89.4637,0.0185,0.218,325.5238,13.234,0,180,165.1723,100,5.2338,2.1624,84.3739,392.4078,11.31,32.625,60.7143,4.0575,-2.0492
23.6,238,332,56,0.073,0.1888,10.033,89.1565,0.0071,0.2957,1126.0793,98.7629,3.9065,180,164.2881,95.3465,4.2899,4.0252,180.6711,290.0417,11.945,31.275,65.3846,2.4124,-3.5283
51.9,240,0,56,0.1308,0.1403,8.3153,91.0532,0,0.0436,570.0367,0,0.8209,180,160.4891,100,5.3624,4.2376,137.8135,236.515,11.11,35.175,59.2593,2.8652,-3.5127
24.2,244,4,48,0.0605,0.1689,9.0238,89.6675,0.0551,0.1583,606.9813,56.5953,8.6426,180,157.2892,92.1338,5.7345,6.2158,165.4535,447.2408,11.99,30.36,59.2593,2.868,-2.7895
17.2,251,11,48,0.1342,0.1731,9.4857,88.893,0.0053,0.196,1100.123,46.8726,4.3328,180,172.5372,100,6.8972,4.0828,197.9238,570.3773,11.43,34.15,60.7143,2.6652,-1.4621
10.1,253,13,48,0.1006,0.2593,11.9924,86.7506,0.1313,0.4076,649.4581,45.7529,15.232,180,180,100,4.6075,6.8644,231.1401,518.7324,11.56,33.99,44.4444,2.7653,-0.2801
29.8,254,14,72,0.042,0.1346,4.2912,94.7291,0,0.1829,249.091,2.5306,0,180,174.4909,92.8363,9.1644,3.1152,28.2404,310.8507,11.28,32.55,17.8571,2.124,-3.0695
40.4,255,15,40,0.1283,0.1486,8.6343,90.1684,0,0.1233,900.1354,33.5378,8.936,180,152.4553,100,10.3948,4.4158,100.9234,546.5121,11.04,34.165,80.7692,1.1372,-2.0096
45.8,1,17,48,0.2628,0.2696,11.023,87.699,0.0222,0.2338,873.6351,45.1422,7.5821,180,169.3146,100,5.0841,2.1837,102.8237,404.4241,11.355,32.1,73.0769,2.7185,-2.4178
22.5,3,19,72,0.0608,0.2817,5.656,93.0734,0.0648,0.3972,320.0541,12.9612,7.1587,165.6794,180,100,5.0754,4.4165,159.5613,218.7637,12.05,31.535,26.9231,1.1852,-4.9745
11.3,5,21,48,0.0458,0.1239,8.6627,90.0015,0,0.2172,795.1843,11.0698,0.2767,180,146.6836,100,7.5737,5.4047,21.1948,584.1436,10.75,33.8,92.5926,3.5188,-0.0199
13.8,6,22,56,0.1095,0.301,4.0739,93.5417,0.0109,0.2244,1095.5948,24.1634,17.7725,180,180,85.6155,4.0904,5.2591,132.6621,239.7606,10.8,33.525,57.6923,2.4589,-4.382
18.4,13,29,48,0.162,0.2244,10.0636,89.2243,0.0135,0.1232,1720.2751,20.1021,9.3874,180,171.865,92.8531,5.7822,3.0372,210.8716,353.1075,11.45,33.585,69.2308,1.5278,-4.0084
37.5,14,30,56,0.1103,0.1514,8.5775,90.1699,0,0.1608,740.1111,26.0879,3.0364,180,175.477,100,6.0705,7.8993,7.0385,242.2338,11.47,33.205,96,1.8408,-4.9167
23,16,32,56,0.1139,0.1641,10.2885,89.0067,0,0.0657,550.7313,1.107,12.6151,180,165.1305,100,3.8693,2.9749,263.9239,314.1472,11.495,34.315,44.4444,1.7175,-3.2069
22.5,17,33,48,0.0786,0.2183,8.3233,90.4001,0.0611,0.3004,1373.7587,81.9068,26.0425,180,161.5222,100,6.5777,4.7276,46.2799,279.597,10.925,34.33,73.0769,1.459,-1.6085
15.8,18,34,56,0.0641,0.1302,5.4002,93.7076,0,0.1497,445.311,15.3128,1.3682,180,165.7689,92.5486,7.5236,1.9515,57.6957,273.9475,11.185,32.9,29.6296,2.8842,-2.1469
54.9,20,36,48,0.0764,0.1885,11.1822,87.1522,0.1358,0.2632,282.3938,0.2749,0,180,163.8007,66.6634,11.2574,6.9153,223.2811,638.3274,11.915,30.655,81.4815,-1.5419,-1.9566
33.4,22,38,56,0.0618,0.1163,7.6467,91.5557,0.0018,0.1835,373.765,7.828,0,180,172.5075,85.1023,5.8934,3.5754,110.9762,363.2378,11.29,33.21,35.7143,2.3963,-1.3442
24.8,23,39,40,0.1575,0.4226,15.2729,83.2894,0.2791,0.2152,1889.0348,133.728,7.4612,180,176.4798,2.4176,4.4479,7.2565,2.4278,762.6373,11.28,33.64,70.3704,2.3529,-1.4678
35.1,26,42,40,0.0718,0.1664,12.8982,85.2415,0.0033,0.204,712.8293,14.8536,13.4698,180,162.8115,94.8012,3.8646,1.792,268.5359,526.9348,11.34,32.235,53.8462,3.0664,-0.3698
28.2,27,43,56,0.0644,0.1894,11.7976,87.375,0.0644,0.3586,941.0894,5.3092,17.5069,169.9605,180,89.4056,4.0879,2.1353,208.4239,309.4855,11.655,33.9,76.9231,3.1147,-2.6201
31.9,30,46,48,0.1085,0.1946,8.2701,90.6899,0.0189,0.1791,870.4502,7.8179,1.9545,180,171.7151,83.1794,4.3899,7.2496,176.0449,303.7795,11.02,34.525,30.7692,3.5465,-4.2392
35.2,32,48,48,0.1079,0.1928,13.6778,84.7305,0,0.165,730.6514,23.3557,4.0597,180,136.9781,100,4.8449,3.57,2.7574,760.0006,11.07,32.005,74.0741,2.2365,-4.145
10.4,38,54,56,0.0759,0.1935,7.1293,92.0553,0,0.0741,668.2843,94.5912,16.8894,180,156.4444,89.6798,4.8746,2.1562,115.0562,378.598,11.755,34.73,59.2593,3.0361,-2.37
31.9,39,55,56,0.1504,0.1578,10.7784,88.1336,0.0055,0.0679,811.5936,24.5453,0,180,175.2466,49.6153,10.2189,4.4988,1.6666,396.952,12.09,32.47,77.7778,1.6331,-4.7686
44.8,41,57,48,0.0503,0.1383,9.7132,88.9112,0,0.1544,278.0812,10.0326,0.2712,180,141.3661,100,7.2037,3.2244,216.4147,492.3867,11.025,32.76,73.0769,2.5328,-1.1927
31.6,42,58,48,0.1187,0.1805,12.9759,86.5545,0.0067,0.0702,1304.126,37.162,5.9599,180,171.0184,100,3.0234,5.2829,213.3359,479.8998,11.43,34.42,100,3.3387,-1.249
39.9,43,59,56,0.1301,0.3197,11.5983,87.0225,0.0223,0.119,959.9581,15.6262,13.1151,180,165.9024,100,5.8722,4.4437,99.6226,377.5587,11.09,34.05,25,1.9209,-2.8776
41.4,48,64,48,0.0564,0.2205,9.6638,88.5583,0,0.2716,1094.0175,81.9712,0,180,139.6659,100,7.0451,3.5915,3.6163,508.4341,12.305,28.435,96.1538,2.9523,-2.7823
35.9,49,65,56,0.0616,0.1213,7.6631,90.7372,0.0038,0.7777,1128.7386,31.0187,10.6789,180,173.563,100,5.6707,3.6513,156.5921,291.2051,11.445,32.775,51.8519,5.7007,-1.7988
26.5,50,66,56,0.0571,0.1492,6.9241,91.3577,0,0.1326,859.767,36.9392,3.2798,180,148.5393,94.6798,5.8359,4.2359,147.0343,295.9105,11.265,32.49,33.3333,2.4065,-4.3778
41.4,51,67,56,0.1011,0.1637,9.8385,89.3266,0.0791,0.171,1048.9399,20.8546,38.8158,180,180,92.9736,4.394,6.4003,154.4932,358.5877,11.515,32.93,70.3704,1.8859,-1.0646
35.1,58,74,40,0.0372,0.1019,6.1282,93.1409,0.0437,0.2442,769.6724,17.0694,11.1093,180,168.1766,94.8346,3.1801,10.1176,198.3638,267.0119,11.31,35.135,11.5385,3.2905,-3.3984
18.9,59,75,48,0.0686,0.1756,7.9875,89.2876,0,0.3613,609.9392,26.0801,0,180,171.3047,100,4.2459,8.1603,200.917,522.2341,10.98,33.53,76.9231,3.3164,-8.5537
-4,63,79,48,0.1482,0.1782,8.9164,89.7057,0,0.0988,896.2169,178.7257,7.8762,180,169.37,93.4102,10.1653,3.6225,3.2519,540.1301,11.43,34.655,71.4286,1.8118,-2.2372
39.7,68,84,48,0.0817,0.1839,11.8506,84.7133,0,0.1549,812.8417,28.3052,0.2757,180,135.3238,92.7296,7.3231,4.6593,12.6839,550.3795,10.76,33.23,68,4.1275,-1.5066
31.8,69,85,48,0.109,0.3498,12.0447,86.5736,0.0721,0.3164,1016.7106,65.6386,2.4347,151.6273,180,100,4.7074,5.2392,61.9499,310.746,11.27,34.28,15.3846,3.2634,1.6558
25.7,74,90,48,0.1527,0.1671,12.9033,86.6638,0.0269,0.0539,1486.4897,22.9117,24.5351,180,173.4985,100,6.4433,5.229,179.6667,279.0726,11.475,34.21,92.5926,3.3292,-2.4144
39.6,75,91,40,0.1673,0.1607,11.2778,87.5925,0,0.0364,156.5164,3.4945,0,180,158.3628,100,7.6224,4.3945,248.0686,613.0679,10.75,34.87,73.0769,1.9418,-2.2463
21.7,80,96,40,0.1672,0.31,11.5924,87.0833,0.1801,0.3067,913.9585,36.7889,15.6594,161.8465,170.7542,93.8313,6.0312,3.6424,151.6805,555.4624,11.56,33.36,59.2593,2.5125,0.5818
12.5,82,98,72,0.1213,0.2364,9.1107,89.5963,0,0.1048,252.2003,2.2294,3.3373,180,167.6938,100,7.6106,3.2267,157.829,203.4315,11.965,31.765,52,0.6745,-2.8848
20.3,85,101,48,0.1463,0.4558,8.8926,88.3406,0.0908,0.2422,479.6754,7.6468,0,159.1652,180,92.2367,2.5848,5.9715,169.5716,395.7067,11.135,32.33,66.6667,2.4685,-1.7987
10.1,89,105,56,0.1,0.2056,8.8297,89.2621,0,0.1908,435.739,2.2203,4.0892,172.8584,177.5805,100,5.5426,3.2,252.5231,384.5074,11.335,34.375,59.2593,3.6734,-0.9853
44.4,91,107,56,0.0797,0.2057,12.0139,86.5478,0.0204,0.1742,794.1635,37.8224,2.4587,180,169.7787,100,4.5575,2.9402,201.5901,463.2473,11.72,31.995,88.4615,1.9241,-3.4757
20.8,94,110,56,0.0736,0.1042,9.2982,90.093,0.1203,0.1437,1804.0944,204.8206,5.4727,160.1842,180,100,6.3616,3.3928,160.8382,426.0672,11.745,32.09,80.7692,3.2234,0.0456
37,95,111,48,0.0285,0.1073,6.0808,89.1327,0.0168,0.3806,719.441,78.2434,1.3529,180,175.0843,94.5192,2.8091,6.7099,195.5457,513.7948,10.76,34.305,72,2.8369,-1.2295
38.2,98,114,40,0.0636,0.1524,10.1434,88.5368,0.0067,0.1491,671.3525,43.1563,0,180,141.0599,100,8.4607,3.2902,3.3014,605.4755,10.895,31.315,76.9231,4.1452,-2.7779
25.2,99,115,32,0.1182,0.1795,12.7652,85.2913,0,0.1212,1043.736,108.6708,17.3087,150.0657,143.6827,89.6753,4.9139,3.6132,1.874,640.6711,11.28,33.25,76.9231,4.2247,-3.7075
28,101,117,56,0.2169,0.2864,15.4104,83.2428,0.2031,0.2655,577.6017,0,0.2739,180,180,77.2241,5.1807,9.371,100.3689,444.2442,11.755,33.995,29.6296,3.8244,-3.009
44.9,105,121,56,0.0359,0.1399,7.1786,89.0884,0,0.7579,777.4816,182.6205,0.5456,180,173.8332,100,6.6962,2.3473,56.2476,88.8134,11.885,30.105,44.4444,3.7426,-4.1361
9.5,107,123,56,0.1884,0.1884,8.6463,90.7326,0,0.0466,311.3723,3.0736,0,180,168.5669,100,6.3593,4.2005,5.3169,308.8716,11.325,34.38,73.0769,3.1105,-2.8815
5,109,125,48,0.194,0.2407,10.7449,88.3463,0.0269,0.1904,738.1577,0,0,174.2044,180,100,7.2957,3.2353,118.7227,321.564,11.57,33.95,59.2593,2.1956,-3.4514
-2.2,112,128,56,0.057,0.1331,5.3923,93.1931,0,0.1635,364.49,5.487,0.2716,180,176.4526,85.9357,8.1565,4.6434,68.4118,326.6413,11.4,34.925,65.3846,4.1794,-1.8549
14.6,113,129,48,0.0751,0.1415,8.4136,90.7671,0,0.1712,739.5624,31.5012,0,180,151.2056,94.6331,2.9542,3.0939,36.2164,457.5669,11.57,33.085,46.1538,4.6724,-1.8044
21.3,114,130,56,0.1112,0.1483,6.4406,92.4174,0.1288,0.3618,1750.0983,69.9804,3.5549,180,176.6582,100,5.2661,6.487,4.6214,573.0799,11.765,33.215,70.3704,3.5271,-4.1519
35.5,115,131,88,0.0255,0.0828,6.5928,92.8491,0.053,0.2101,304.4396,11.9021,8.3723,180,180,100,2.7628,6.658,66.299,216.2236,11.38,34.215,37.037,3.133,-4.0671
-9.7,118,134,88,0.1325,0.2562,7.24,91.7418,0.0265,0.2761,121.5909,3.0788,0.2768,180,176.6134,93.9018,2.8877,4.5271,163.9652,253.5746,11.37,34.375,44.4444,2.781,-1.0705
32.6,119,135,40,0.0281,0.1205,5.872,92.606,0.0132,0.3203,894.0347,94.3679,0,180,169.8744,100,5.4394,8.0157,207.0591,279.724,10.55,34.9,100,4.6468,-3.911
20.5,120,136,48,0.0995,0.3995,6.2894,92.0456,0.0549,0.168,940.3762,19.792,5.2193,180,179.6428,100,5.5948,3.9942,1.3549,610.9761,10.355,34.04,40.7407,4.6837,-5.9885
16,123,139,40,0.057,0.1225,11.209,87.0915,0,0.1275,684.033,66.8551,0,180,162.6191,94.4247,8.5643,3.2484,1.933,616.8281,10.29,35.705,80.7692,1.6923,-2.0802
15.7,124,140,56,0.1059,0.2515,11.0523,88.1761,0.0113,0.2232,766.5845,16.6988,1.9573,180,180,83.6821,6.0366,5.6349,96.0491,243.5419,11.5,32.66,70.3704,2.1512,-4.4139
22.7,128,144,56,0.0713,0.1558,9.2019,89.9026,0,0.1408,617.7838,27.9479,4.6322,180,156.3887,100,4.6581,2.164,249.3363,351.1186,11.775,31.175,61.5385,3.1711,-3.2027
9,129,145,48,0.0295,0.1196,5.6821,92.5591,0.0052,0.3327,482.8307,16.7764,0,180,168.6513,94.3269,7.2348,3.5959,124.5621,389.377,10.815,33.885,85.1852,5.062,-2.7924
30.2,131,147,56,0.0845,0.1691,7.038,91.6684,0.0018,0.1084,518.5108,28.6913,0,180,136.5859,87.1986,8.1189,4.2375,182.3811,503.4167,11.15,34.48,62.963,1.8606,-3.9123
30.9,133,149,56,0.1162,0.1578,7.8532,91.429,0.0538,0.1907,720.3382,13.3907,14.4704,180,170.3928,90.61,6.8745,8.5628,168.4718,236.2084,11.015,34.25,46.1538,1.7084,-1.8926
12.7,134,150,56,0.1585,0.2416,7.3282,90.1089,0,0.3076,731.6306,37.7194,0,180,154.7438,94.9507,4.8503,4.1687,157.1932,288.2625,11.48,32.72,40.7407,4.0343,-4.6417
33.5,139,155,56,0.1105,0.2246,8.9856,90.092,0.0184,0.2412,801.3766,20.7532,23.954,165.5688,177.693,94.1412,3.165,2.6232,127.9117,238.8868,12.505,31.215,76.9231,1.7608,-2.1807
-2.3,140,156,56,0.2095,0.1941,12.1464,86.6067,0,0.1134,718.369,13.2778,0,180,172.8645,100,5.6229,5.0209,241.1216,475.3144,11.095,34.89,66.6667,2.6305,-4.6582
27.7,142,158,72,0.0768,0.1412,8.4555,90.5584,0,0.1951,538.4184,12.3084,0,180,169.3603,89.2371,7.0819,2.8935,129.7894,240.6408,11.735,30.23,50,3.9387,-1.5343
-2.3,146,162,72,0.0311,0.0993,4.3432,94.189,0.035,0.1596,471.7338,8.8868,0,180,174.4172,94.357,4.709,3.0422,1.3714,257.8896,10.705,33.89,29.6296,4.7515,-1.3529
14.3,147,163,56,0.0847,0.2073,11.0863,88.07,0.0054,0.1352,496.4015,38.2901,0,180,167.3515,100,7.7033,3.6429,264.0644,364.4006,11.58,29.99,59.2593,4.1697,-0.5128
30.9,149,165,56,0.1928,0.2498,9.0011,90.1082,0.0147,0.1047,785.7466,15.0135,5.2098,180,180,71.5559,5.1765,3.5416,142.6798,323.4297,11.195,33.415,57.6923,3.6973,-2.1572
14.1,151,167,72,0.0568,0.1647,6.7549,92.1141,0.0118,0.2568,679.2816,73.4054,3.6393,180,165.5433,100,6.2944,3.328,190.201,331.3332,11.54,31.935,85.1852,5.3745,-1.3888
22.9,152,168,36,0.0831,0.1499,6.1949,92.6632,0.0049,0.2085,1018.1548,82.2194,3.0465,180,157.8392,100,4.5112,12.1744,138.561,338.1941,10.59,34.265,92.3077,4.3551,-5.8705
7.8,156,172,56,0.127,0.2896,10.566,88.5074,0.0803,0.1027,890.1144,58.2315,10.5183,180,173.8999,74.1859,6.4077,4.4754,190.9893,394.326,11.39,33.51,66.6667,4.0798,-0.7131
0,162,178,40,0.1796,0.4411,14.0557,84.2649,0.0803,0.23,953.7609,15.3846,6.4655,145.6673,180,100,3.1596,5.7398,170.0425,341.5938,11.52,33.51,67.8571,5.5227,-0.1461
-3.6,168,184,56,0.0623,0.1211,9.9555,89.1846,0.0659,0.1798,1431.6132,202.9601,4.7537,180,153.8212,100,7.5202,3.6672,125.5425,411.973,11.865,31.605,81.4815,3.1348,-1.5991
-1.1,169,185,40,0.056,0.1279,7.5804,91.601,0.072,0.2734,1299.1936,101.7625,1.3421,148.3631,180,95.3344,5.3297,4.919,138.794,415.367,11.195,34.93,62.963,3.4146,-4.4673
42.7,171,187,36,0.1528,0.1831,15.3036,83.0807,0.0242,0.115,1315.7385,187.2799,48.3473,157.0189,144.2977,100,3.4755,2.2588,1.8667,376.9688,11.4,34.93,96.1538,4.3713,0.5209
45.9,173,189,40,0.0949,0.1489,8.6353,90.1,0,0.1751,688.9145,21.2963,5.9051,180,150.5977,100,8.0046,2.6361,96.3153,700.7187,11.465,32.335,96.2963,1.3809,-1.6924
43.2,174,190,40,0.1679,0.1633,11.6255,87.6097,0.1069,0.1206,1096.8073,7.5497,1.344,180,180,93.5144,4.4952,6.7504,209.6558,604.8326,12.33,32.66,81.4815,3.3043,-4.3246
16.7,178,194,36,0.0783,0.1551,11.8233,87.1482,0,0.0708,1233.4194,119.8606,0,159.4389,134.3603,100,4.7508,2.5166,16.3835,603.7142,11.44,33.36,92.5926,3.3605,0.0552
26.2,179,195,48,0.1482,0.257,11.5496,87.3649,0.2454,0.2718,873.491,14.1692,5.497,180,180,81.5545,5.2313,7.5622,171.8238,533.7432,11.84,32.99,85.7143,2.3763,-0.1887
