LR_Diff,RodPulse,RodIndex,SizeName,Red,Red/Orange,Dark Orange,Orange,Green,Scar,Texture,Blem,Dark Blem,Trapeziod Angle (Deg),Stem angle,Smoothness,Flatness,Elongation,Calyx size,Stem Size,IQS 1 avg,IQS 2 avg,Rough skin,Fruit Center X (mm),Fruit Center Y (mm)
20,182,198,48,0.2157,0.3676,10.656,87.7285,0.0639,0.2779,983.125,14.6056,16.5756,170.1096,154.8572,31.2177,5.1076,2.6396,123.5019,421.7,11.39,33.48,46.1538,3.6865,-1.2602
16.9,184,200,88,0.0725,0.2083,5.263,94.0395,0,0.111,231.992,3.6913,0,180,163.3507,93.0667,5.0872,3.2075,41.1362,128.8303,11.505,32.935,3.5714,3.6331,-2.5409
3.3,185,201,56,0.0348,0.1462,5.6266,91.2502,0,0.2455,724.7783,19.3732,1.3566,180,166.3863,91.1563,4.1047,4.3862,128.592,219.4329,10.58,32.355,77.7778,2.9744,-3.0842
25.5,187,203,56,0.0408,0.0893,5.3395,93.8544,0.1049,0.2875,505.8572,5.2231,0,146.626,180,100,7.0202,2.9532,68.1448,380.7173,11.46,33.665,23.0769,2.2701,-4.8507
23,188,204,48,0.1095,0.1483,12.3128,86.8607,0,0.1413,443.3977,43.4172,0,180,147.9563,100,4.9214,2.6576,2.2054,500.8576,11.085,34.195,84,1.7664,-1.0424
24.8,189,205,48,0.047,0.1735,7.0247,91.675,0.0892,0.2967,917.0397,16.7908,23.151,180,180,88.4548,6.1961,8.8093,57.7339,464.6006,10.355,35,44.4444,3.6764,-4.2929
37.7,192,208,48,0.0979,0.3293,7.8104,90.6714,0.0253,0.1165,344.7704,58.0197,1.6271,180,148.4211,100,6.3628,3.3707,1.8951,521.748,11.14,35.4,62.963,4.3248,-1.2195
-0.7,197,213,48,0.1706,0.2593,9.4568,89.003,0,0.4246,1244.424,66.2717,0,180,180,100,4.427,5.8863,83.1567,329.0198,11.395,32.165,85.1852,1.4348,-3.7821
36.6,199,215,56,0.0751,0.165,9.1109,89.7069,0.1081,0.5022,599.1227,25.9255,0,180,180,71.0839,4.434,8.6316,3.2692,415.0399,11.325,34.115,15.3846,4.5646,-2.4336
4.6,200,216,56,0.0881,0.1706,12.7555,86.1198,0.0092,0.1449,447.8685,11.516,0,180,143.6246,86.382,11.074,6.0333,182.1045,453.8332,12.14,31.945,69.2308,4.2534,-2.6447
31.7,201,217,88,0.08,0.1897,4.5114,94.0351,0.0594,0.5965,73.0784,4.1659,0,178.8931,180,100,6.1649,4.9722,58.2429,235.5234,11.16,33.945,14.8148,4.7091,-4.2408
19.2,204,220,48,0.0753,0.1301,8.3044,89.878,0.0582,0.2875,702.9122,14.9504,0,180,172.5048,100,2.8527,4.8112,79.5982,481.3123,11.075,33.425,57.6923,2.4088,-3.65
17.9,206,222,56,0.0429,0.1082,7.1311,91.9663,0.0093,0.3319,679.9965,20.8477,0.2796,180,180,100,5.0275,3.9243,87.9765,349.5166,11.015,33.915,76.9231,2.6571,-3.0929
23.2,208,224,48,0.0305,0.1,6.4792,92.5839,0.083,0.427,903.1862,3.52,0.8094,180,180,100,7.4488,5.0397,145.3557,328.8327,11.095,32.805,69.2308,4.0235,-2.6364
35.7,210,226,48,0.2011,0.2011,10.4766,88.8426,0,0.0741,679.7848,8.0369,17.382,180,142.8307,100,5.2419,1.97,155.0414,264.0935,11.35,32.545,44.4444,2.4831,-4.1535
24,213,229,56,0.1016,0.2468,7.8488,90.6214,0.2559,0.2595,1127.8219,62.5413,53.1726,180,174.3081,100,5.766,3.7223,160.5858,363.9367,11.61,33.2,76.9231,3.8894,-4.6846
45.6,219,235,72,0.1506,0.3434,7.013,90.9405,0.0723,0.2691,174.2565,13.5009,0,180,180,90.7433,4.1165,6.7974,104.2519,290.407,11.48,33.77,42.3077,3.4437,-2.8367
45.6,223,239,56,0.0535,0.2252,6.4303,92.0267,0.0037,0.4171,619.0975,5.8524,6.3953,160.5468,180,100,5.1994,3.7343,180.3101,325.4865,11.38,32.295,53.8462,2.2596,-3.6127
16.3,225,241,72,0.1279,0.3991,8.2218,90.1361,0.0745,0.2845,681.6074,28.6326,18.1686,155.7894,180,100,4.4646,7.8826,45.3935,468.9601,11.27,33.75,75,3.9379,-1.1364
27.7,229,245,72,0.2596,0.611,9.6153,87.9975,0.2577,0.2869,574.4933,25.1342,0,180,169.6847,93.6107,5.4914,2.8228,73.013,569.1437,11.55,33.9,50,4.0585,-1.7782
39.4,237,253,72,0.0406,0.1276,7.9305,91.1104,0.1373,0.3442,465.8002,13.4705,4.3985,159.1841,170.6603,80.4428,4.515,5.1585,110.3204,414.8306,12.14,32.7,57.6923,2.5165,-3.461
15,240,256,48,0.0892,0.2111,15.9946,83.3225,0.0103,0.1115,864.3959,80.5272,0,180,172.8912,100,9.2122,4.4573,2.214,474.2922,12.095,31.595,80.7692,1.4111,-2.4796
13,252,268,56,0.096,0.1785,10.0865,88.6469,0.0652,0.4644,590.4083,5.751,0,178.2347,180,100,4.3572,2.6668,128.8612,403.3407,11.925,33.04,37.037,2.9908,-2.1648
22.5,0,272,88,0.1046,0.282,4.9842,93.813,0.1819,0.2297,862.3477,48.7538,0,158.5949,180,94.4253,3.7192,7.1105,51.0951,214.8938,10.97,33.845,29.6296,2.6876,-0.9296
64.3,2,274,48,0.4297,0.4179,14.742,83.0029,0.0169,0.3164,905.5078,22.6829,10.0166,180,161.4581,85.0801,7.7367,8.2238,113.779,329.9152,11.935,33.19,62.963,2.2213,-2.2633
20,10,282,56,0.1535,0.1941,12.5721,85.7288,0,0.0869,645.27,18.6149,0.8142,180,176.1461,100,5.0208,3.7006,124.3425,492.7684,11.705,33.105,67.8571,3.2843,-1.9314
43.4,12,284,56,0.0352,0.2875,6.7531,91.9338,0.1521,0.3227,927.2786,10.3201,1.3641,163.2745,180,100,4.8759,4.1596,111.5665,443.5979,11.66,32.055,74.0741,1.8238,-3.5419
13.9,16,288,72,0.1371,0.3923,8.095,89.8718,0.1097,1.1326,672.6008,33.991,1.1059,174.586,180,87.6982,4.9085,4.154,102.1693,293.6468,12.48,30.985,59.2593,2.254,-2.5251
36.2,19,291,48,0.1746,0.1781,11.6643,87.1187,0.0017,0.0908,661.8877,28.1691,1.9155,180,167.6927,100,12.7731,2.0414,223.1293,433.0758,11.68,33.56,50,1.8657,-1.7118
36.6,23,295,48,0.1551,0.1901,12.3326,86.3031,0,0.1985,1246.3068,62.6771,0.8118,180,156.3488,100,4.9913,3.6073,3.3258,571.6334,11.105,33.505,62.963,4.7075,-0.7409
21,33,305,48,0.1439,0.1755,10.9506,87.026,0,0.186,972.7134,91.8477,0,180,167.1497,100,4.8135,3.792,3.0577,618.6917,12.155,32.78,100,5.5674,-0.6707
44.7,36,308,56,0.2277,0.3378,9.7456,88.7726,0.0747,0.4442,249.512,2.7476,0,180,145.5578,100,7.5267,2.666,192.993,504.2543,11.66,34.85,73.0769,2.188,-0.8391
12.7,38,310,72,0.0973,0.1771,8.8922,90.2941,0,0.0993,318.8538,4.4897,0.2811,180,165.0746,87.4425,5.4007,2.5106,71.0916,382.2854,11.785,32.445,7.6923,2.666,-3.6032
31.5,39,311,72,0.06,0.2079,6.6002,92.0526,0.014,0.2878,822.0801,12.1055,2.7261,180,170.6581,100,10.3363,4.8543,252.7689,295.9055,11.32,30.49,57.6923,2.1986,-3.8786
21.8,40,312,72,0.1519,0.2566,7.3533,91.6244,0.1211,0.2792,754.8831,40.9738,3.5681,167.286,180,85.7679,3.8952,4.0058,135.4877,497.427,11.39,32.095,76.9231,4.0369,-1.9152
24.4,43,315,72,0.0959,0.1878,7.4979,91.3631,0,0.1099,503.692,22.5251,0,180,175.3486,91.8335,5.6164,3.1917,165.7588,260.0122,11.735,33.285,33.3333,1.7633,-2.9227
23.2,44,316,48,0.1399,0.3749,12.0827,86.204,0.0789,0.4072,1211.5807,10.809,9.1309,180,164.5091,100,3.2519,2.6853,222.2681,428.7516,11.065,34.525,61.5385,2.0676,-3.204
42.4,46,318,72,0.042,0.1299,6.2381,93.0572,0.0019,0.3686,461.5284,8.7243,8.0818,180,180,100,5.0529,5.8511,67.8317,237.9055,11.88,33.16,25,3.0035,-2.9653
-20.1,47,319,48,0.1441,0.1527,10.5715,88.9373,0,0.033,674.0684,27.2149,0,180,173.5358,100,5.3383,2.8241,169.8662,511.4663,11.38,34.705,65.3846,2.6072,-5.019
23.5,48,320,48,0.1013,0.1958,7.0293,91.6388,0.0051,0.1435,1253.9132,75.4745,8.0151,180,173.856,95.4579,8.7447,7.2149,240.2818,416.3387,10.465,34.765,92.3077,2.2939,-4.2092
3.3,50,322,72,0.1757,0.2016,6.5275,92.4605,0,0.0599,204.4374,1.6879,2.478,180,168.7128,75.9357,6.7143,3.2302,98.9667,315.3644,10.795,35.655,53.5714,2.1661,-5.2807
22.7,52,324,56,0.0758,0.2035,8.7897,89.2089,0.0425,0.3644,402.2359,155.779,4.3423,180,159.3456,90.9377,14.1323,2.4854,19.5402,591.1628,11.195,33.165,55.5556,3.0956,-1.9786
13.5,56,328,40,0.1069,0.4955,11.1152,87.2689,0.0761,0.2396,635.6013,1.6199,1.08,180,180,93.2845,6.6562,3.3326,131.9112,346.9475,10.705,34.855,3.8462,2.5175,-2.363
36.2,58,330,72,0.0568,0.1577,5.3293,93.9033,0,0.124,491.9659,8.0319,0.2826,180,164.2351,89.6303,4.7327,1.8794,126.4758,135.9097,11.32,32.985,57.6923,2.9422,-2.7457
26.2,59,331,56,0.0336,0.1875,6.7115,91.6575,0.5378,0.3096,1311.1477,20.3217,0.5448,175.5658,180,95.2793,4.0776,4.4631,255.4333,440.3057,11.37,33.14,80.7692,2.7023,-3.3405
14,60,332,48,0.0985,0.2074,9.936,89.1011,0,0.1106,873.982,115.1461,5.4158,180,173.9219,100,4.6412,4.05,205.4946,348.9125,11.07,32.96,88.4615,3.516,-2.8502
21.5,64,2,56,0.168,0.4602,10.3246,87.068,0.0542,0.2712,1094.4142,2.7986,1.0921,180,180,100,3.6815,11.1147,21.2274,455.5461,10.705,34.695,65.3846,1.8015,-2.2297
53.3,80,18,48,0.1008,0.2134,11.0213,87.8041,0.0067,0.3159,943.3015,48.6232,0,180,151.8473,92.7508,5.9056,4.8254,1.3529,530.3554,11.925,32.935,74.0741,2.5362,-3.1461
36.1,96,34,36,0.161,0.3797,11.8043,85.7811,0,0.0592,816.1047,58.5676,16.6006,180,142.5457,69.5095,7.5039,3.4717,10.6874,701.0786,11.24,34.31,74.0741,4.6332,-3.5037
48.4,103,41,40,0.1122,0.3159,8.4981,89.0045,0.0885,0.357,1073.4324,7.1137,0,164.4946,180,100,7.1093,3.3902,6.8366,599.6207,11.02,35.515,62.963,2.3326,-2.4651
34.8,104,42,56,0.063,0.1837,9.9742,88.3433,0.0072,0.4305,908.2768,94.4356,0,180,157.2337,100,7.2517,2.9239,261.6613,309.9717,12.47,33.14,76.9231,1.0772,-0.2493
36.2,108,46,72,0.0188,0.1524,3.9174,94.7253,0.0042,0.2777,177.5771,10.5595,0,180,169.6629,95.2717,6.3235,5.2106,48.7717,183.7399,11.44,33.55,46.1538,2.5287,-2.7076
7.8,112,50,56,0.0988,0.1245,9.5583,89.2318,0.1135,0.3112,691.7239,18.3621,9.2049,180,167.552,92.512,8.8724,4.4868,186.0934,494.4129,11.43,32.96,29.6296,2.1509,-0.4541
18.9,116,54,72,0.2779,0.2424,6.2,92.2725,0.14,0.1588,416.9758,16.872,0.2773,180,169.9732,100,8.6466,3.67,187.5016,255.6614,11.29,34.435,57.6923,1.8629,-3.5786
0.3,118,56,36,0.1119,0.1352,11.5407,86.8768,0,0.0886,778.9257,76.6469,0,180,155.9307,100,5.7078,3.9814,32.2798,558.541,10.545,34.995,88.4615,3.1928,-2.9061
27.6,122,60,36,0.0802,0.1649,9.248,87.3089,0,0.15,1089.8074,90.2406,2.3897,180,136.914,100,4.4649,2.2243,2.4095,787.2637,11.1,31.23,96.2963,2.6624,-0.805
29.7,124,62,40,0.1106,0.2179,11.3868,87.2106,0.1685,0.3745,922.9667,56.4261,0,180,151.8544,84.1078,4.8909,1.7553,4.3161,685.7233,11.785,31.755,73.0769,2.0885,-3.344
32.4,126,64,56,0.0839,0.2446,9.506,89.138,0.0786,0.3425,508.8468,7.7966,6.0062,180,180,100,4.8004,7.4388,77.6704,435.9471,11.095,33.295,30.7692,3.5733,-0.3902
38,134,72,48,0.1548,0.6159,12.5112,84.0429,0.0782,0.3975,1525.326,199.3857,9.3571,180,153.2832,93.4631,5.3846,7.96,134.7531,600.4734,11.225,34.505,60.7143,2.0132,1.7862
42,139,77,40,0.1467,0.1675,11.1095,87.7119,0.0128,0.0702,1310.3014,68.8359,32.5369,180,172.3808,100,8.4155,3.5014,5.753,550.1346,11.27,34.18,92.3077,2.5431,-1.9729
8.5,141,79,56,0.1885,0.4853,10.7552,88.0782,0.0821,0.2221,884.0015,18.0713,11.1772,169.7168,175.2099,100,7.1653,4.0269,125.2615,330.1536,11.76,32.525,76.9231,1.6217,-1.1002
40.9,146,84,56,0.149,0.2508,10.8619,87.5104,0,0.3433,577.098,13.1361,0,180,167.4971,100,4.602,3.2293,211.3993,319.7443,11.765,32.025,73.0769,2.8689,-4.329
38.9,148,86,72,0.1064,0.2004,6.2255,92.7018,0.0188,0.0751,255.4567,16.5457,0,180,168.6508,95.1527,6.0496,3.7439,130.2324,193.3137,10.845,35.54,38.4615,1.8484,-5.0697
5.3,149,87,56,0.0859,0.1718,6.9452,91.4318,0,0.1499,861.5138,170.4995,2.7159,180,169.8266,100,6.1986,3.8308,5.0258,376.7525,11.09,34.755,80.7692,1.5485,-5.525
-1.8,153,91,40,0.1608,0.1916,10.9199,87.8315,0.1283,0.1559,835.6666,81.8567,10.5218,180,146.3789,100,5.444,4.6006,3.7747,485.3441,11.18,35.58,92.8571,5.2752,-5.5828
14.3,155,93,48,0.0784,0.1603,13.4077,84.082,0,0.0972,495.4752,86.61,0,180,149.5881,100,13.9971,6.1792,193.9913,516.1876,10.99,33.115,62.963,3.7484,-2.6597
21.8,158,96,48,0.0316,0.239,6.5318,91.2645,0.3655,0.7381,1383.4755,46.9443,36.8126,173.3018,153.8133,100,3.2632,3.5414,119.7871,527.3738,11.56,32.935,57.6923,1.9259,-4.4744
11.7,159,97,48,0.0656,0.1531,7.6955,90.8744,0,0.1245,783.2294,61.3419,1.6211,180,163.1336,100,6.1356,2.8088,1.6187,393.2662,11.05,33.63,71.4286,2.5093,-4.3877
25.2,161,99,56,0.0548,0.1228,7.8014,91.6054,0.1247,0.1473,477.3417,4.9294,10.6804,164.9683,180,0,5.0494,5.2408,65.4593,316.4239,11.28,34.175,30.7692,2.2578,-3.9528
8.5,162,100,40,0.1414,0.1671,9.665,89.5139,0.0064,0.1864,947.47,37.4295,7.0457,147.9626,143.7731,100,5.8346,4.6418,102.3507,349.3597,11.365,32.83,50,3.6001,1.1324
-0.7,164,102,40,0.1183,0.1516,12.7051,86.3802,0,0.0966,1176.5623,96.8002,0,180,143.0174,100,7.3998,5.4868,3.0156,699.5129,11.72,32.28,96.2963,1.605,-3.7262
14.7,166,104,40,0.072,0.1293,10.8325,87.5129,0.018,0.2111,207.8499,1.6093,0,180,167.795,92.416,4.5806,2.6431,252.9451,695.1667,11.23,32.61,69.2308,5.5817,0.0547
18.1,168,106,72,0.0426,0.1239,5.3156,93.6448,0,0.1543,257.1742,5.0192,4.3884,180,167.9732,100,5.4812,3.7669,74.992,204.2969,11.225,33.65,15.3846,2.3017,-3.8242
37.2,169,107,56,0.0416,0.1758,5.1807,94.3014,0.0113,0.1985,532.7828,13.9905,4.9898,180,175.1006,92.1022,3.5301,4.7426,77.5927,264.1285,11.31,32.68,53.8462,2.8849,-4.1783
21.7,170,108,48,0.0244,0.0879,6.6491,91.9882,0.0668,0.2247,609.0842,6.1006,0.8345,180,180,90.6985,5.7413,7.3805,100.8796,373.2979,10.68,34.755,84.6154,3.0336,-3.8865
11.8,171,109,72,0.0977,0.1516,8.4568,89.8498,0.2274,0.3131,574.1447,73.5483,28.9099,180,180,95.4096,3.8206,7.7747,114.5158,297.1287,11.535,32.555,76,3.0832,-0.025
29.2,173,111,40,0.2506,0.2639,11.2208,87.7203,0.0166,0.1228,1228.9469,20.2603,15.5649,180,155.4701,100,6.0788,9.6183,10.8328,403.7448,11.13,34.185,88.8889,3.2889,-2.1006
5.5,175,113,56,0.1307,0.1601,7.3649,91.9945,0,0.0939,246.5036,27.4515,0,180,156.9379,100,8.8919,3.2404,150.5291,424.0103,10.7,35.585,69.2308,0.2765,-6.4711
22.6,176,114,56,0.1434,0.1784,7.5816,91.446,0.0909,0.1941,683.222,18.9863,5.7422,170.0828,180,100,6.4176,6.6008,152.0023,334.7124,10.975,33.235,38.4615,3.1917,0.2411
12,182,120,40,0.042,0.241,9.5315,88.5214,0.0469,0.3606,968.3024,43.1913,0,180,180,93.0695,7.6045,5.8749,101.2103,421.8171,10.96,34.315,100,3.5439,-4.7079
14.5,183,121,40,0.0731,0.138,10.384,87.8351,0.0114,0.1867,667.1301,59.2042,13.2352,180,147.7703,95.1518,11.8706,2.629,136.6223,630.1544,10.825,33.34,77.7778,7.2486,2.1315
30.9,184,122,56,0.0563,0.1125,6.2117,92.5467,0,0.0938,505.1464,26.7582,11.7566,180,165.4367,100,5.2904,1.8435,94.0258,303.561,11.37,31.74,42.8571,4.1537,-1.8296
26.7,186,124,56,0.2111,0.196,8.9141,89.942,0,0.0773,857.5978,34.3409,1.0929,180,171.7349,100,5.414,2.7483,1.9603,457.9914,11.145,35.26,37.037,4.2981,-0.9379
8.3,190,128,36,0.1117,0.1974,12.1179,86.4754,0.0337,0.0827,811.2284,18.7219,1.3421,180,138.2592,62.9233,6.647,3.3064,1.8759,611.7887,11.26,31.31,80.7692,5.0414,-2.788
-11.6,193,131,56,0.0641,0.1802,7.909,90.9631,0.0225,0.1213,762.613,52.9705,12.4118,180,165.4125,100,10.2568,6.671,202.5494,650.9857,10.77,33.88,84.6154,5.5177,-2.0433
68.8,195,133,40,0.147,0.2355,9.802,89.3589,0.0237,0.0869,1064.0524,101.7403,29.7264,180,157.4433,100,4.8038,4.6277,5.2314,634.9167,10.82,34.88,88.8889,1.8881,-1.9339
27.3,197,135,88,0.1036,0.2461,8.9369,90.1047,0.1252,0.19,438.8699,6.3843,14.433,144.7924,180,4.782,6.1165,3.5839,41.8178,228.3163,11.915,33.375,62.963,2.4678,-4.3576
12.5,200,138,56,0.0653,0.2464,9.4603,89.5615,0.1083,0.2427,787.6539,80.079,1.1144,169.3538,166.9367,91.8025,3.7249,4.0354,144.7816,461.4204,11.59,33.21,81.4815,3.9376,-1.8166
1.4,201,139,48,0.0566,0.1881,11.9088,85.0615,0.0965,0.516,794.0224,25.1744,6.2098,146.6685,180,78.9932,6.0093,6.546,156.0738,561.3098,10.59,33.89,66.6667,2.8841,1.5675
17.1,206,144,48,0.2568,0.2456,13.0766,85.496,0.0144,0.193,1032.6583,25.6641,11.3312,148.833,180,100,2.9687,6.4077,194.9633,360.1263,10.975,33.385,92.5926,4.002,-0.267
13,210,148,48,0.2651,0.6603,17.5177,80.8833,0.0725,0.14,1072.6422,23.5748,11.0941,169.0368,180,92.0098,5.9899,7.1107,196.0415,581.7629,11.325,33.24,65.3846,2.0543,-2.2428
18.8,213,151,48,0.0638,0.21,9.4347,88.9593,0.0286,0.2486,843.4872,31.8224,4.9271,180,158.8567,100,4.833,5.4847,131.603,151.659,11.495,31.645,65.3846,2.8927,-3.6609
27.2,216,154,72,0.201,0.29,7.0073,92.0861,0.0348,0.1585,543.6065,13.2793,15.9239,180,175.8111,93.2055,4.2308,6.4098,72.5438,308.2884,11.63,33.015,11.1111,4.1989,-2.0098
18.2,217,155,56,0.0927,0.334,9.4438,89.1604,0.0734,0.3687,1121.713,76.8263,0,180,172.416,92.7553,2.6888,3.3601,102.2464,403.6974,12.07,32.985,34.6154,4.4918,-2.4993
29.7,219,157,40,0.1855,0.5304,10.9415,86.1879,0.007,0.7439,1978.3162,30.1893,50.7712,180,167.7406,100,7.5055,6.6874,262.0562,514.061,11,33.06,57.1429,2.2826,-2.2955
15.3,224,162,88,0.1091,0.2554,8.9663,90.1832,0,0.2008,440.9957,0,0,180,175.4474,81.0317,5.8047,4.5559,71.496,250.0751,11.825,31.295,4,5.6565,-0.8654
13,229,167,72,0.1384,0.2264,6.3423,91.5318,0,0.0881,285.0249,12.3695,2.4896,173.0451,158.5651,100,7.3793,2.4237,60.3388,242.4101,11.61,31.155,28.5714,3.1609,-3.6586
17.9,238,176,48,0.0359,0.0787,7.497,91.6138,0.0291,0.3694,586.9156,11.3545,5.258,180,161.3176,100,4.1016,5.5335,202.0835,315.8284,11.26,33.985,73.0769,3.7551,-3.1754
28.5,239,177,48,0.1413,0.1654,10.0539,88.5502,0.0017,0.1741,681.4468,22.067,4.3553,180,178.7878,100,10.8246,2.8185,261.2061,445.1754,11.03,34.675,64.2857,6.8606,-2.4734
37.2,248,186,56,0.0814,0.1434,8.0571,90.1819,0,0.1375,668.7874,40.6998,0.2739,180,172.6954,93.8205,3.3497,3.0696,6.4655,318.4024,12.07,30.81,59.2593,4.0917,-4.4684
35.9,251,189,56,0.0748,0.2303,6.9096,92.0786,0.0157,0.2441,558.3281,7.2474,0,180,180,100,5.0495,3.2928,101.5368,285.9993,11.9,33.765,48.1481,1.2673,-4.5002
17.3,252,190,56,0.4308,0.4182,12.3033,86.1879,0.1082,0.2488,1389.2676,17.3511,34.6827,180,172.6131,100,4.6124,4.8132,220.5266,306.8166,11.765,33.255,26.9231,2.7695,-3.7687
45.5,3,197,40,0.0347,0.2309,7.1623,91.3509,0.3758,0.3547,1146.5199,3.2509,7.7727,180,180,63.2633,6.1446,5.4779,272.0928,458.8018,11.66,32.36,55.5556,2.3688,-2.9162
48.8,4,198,56,0.0784,0.133,8.7558,90.1001,0,0.1535,196.3193,0,0,180,166.4625,100,8.8385,4.6904,238.6483,584.9077,11.105,35.15,76.9231,1.7105,-1.5573
54.1,5,199,40,0.2234,0.2663,9.3826,89.4072,0.0074,0.1997,1490.7643,30.5157,8.0563,180,169.4614,94.8411,5.1202,7.3135,73.2988,483.9926,11.2,33.91,100,4.6594,-2.2598
14.5,9,203,56,0.062,0.0758,5.7052,93.0714,0.1275,0.5169,584.5441,0.8401,0,180,180,100,5.8528,12.1282,127.0419,382.7076,11.81,34.36,23.0769,4.9787,-3.7035
20.5,15,209,48,0.1127,0.1459,10.9606,88.0281,0,0.1078,921.8199,30.6683,8.6485,180,158.8653,100,6.2573,2.89,215.8222,282.2011,11.565,31.475,57.6923,2.4614,-2.422
25,18,212,56,0.1232,0.1027,10.5094,88.2805,0.0787,0.19,480.3089,0.5524,1.9112,180,180,91.9257,5.0465,10.1135,200.7379,420.7332,11.205,33.945,50,2.7274,-1.4499
23,19,213,72,0.0563,0.1468,4.9479,91.4794,0.0442,0.754,260.2647,0.5577,0,180,174.4618,82.7369,7.631,4.2647,195.6102,261.5974,11.14,34.265,48.1481,1.7491,-4.2372
35.2,20,214,88,0.0639,0.1515,4.5585,94.2179,0,0.1917,121.0571,4.1908,0,180,159.3581,92.8142,7.4797,5.2252,45.1363,261.0734,11.59,33.395,28,2.1062,-1.6036
40.7,21,215,56,0.1094,0.2388,8.1471,90.5807,0.0128,0.2916,1903.1123,21.5396,83.2969,180,163.4609,100,3.7513,4.3457,176.7559,293.7885,10.89,33.55,34.6154,3.3381,-2.3193
29.5,22,216,48,0.0744,0.1593,4.8579,92.7737,0,0.1852,671.5837,23.4413,6.0929,180,167.6991,100,5.7924,2.7706,254.1052,366.1053,10.41,34.405,57.6923,5.7573,-4.1431
29.9,23,217,72,0.0712,0.1444,8.9849,90.2993,0,0.2512,1259.7097,53.4163,8.8191,180,172.4024,93.4579,8.6489,2.9972,139.1032,148.2623,11.71,34.03,42.3077,3.1933,-1.998
31.3,24,218,40,0.0504,0.0883,11.0453,87.9223,0.1403,0.2144,924.899,62.0484,0,180,180,88.6617,7.1917,6.2795,186.0367,616.2529,11.575,33.57,96.1538,4.8778,-1.8592
31.9,25,219,40,0.0542,0.4441,8.8904,88.978,0.0617,0.2363,820.246,3.8017,1.8975,180,180,92.3499,7.0199,11.1131,95.1753,425.6773,10.59,34.2,57.1429,4.0604,-0.1048
33.7,27,221,56,0.1151,0.2738,8.7295,89.5599,0.1517,0.3017,372.2887,11.6441,1.6332,180,180,93.1318,3.8923,10.3267,113.1284,478.2388,10.825,33.69,12,2.8843,0.7756
18.7,34,228,88,0.0862,0.0606,0.711,6.3894,8.2939,0.0746,246.2647,26.4792,1.1394,180,165.9309,85.4606,4.4615,2.5552,89.8773,203.8728,10.49,49.85,85.1852,2.6161,-2.7618
17.4,39,233,56,0.1045,0.1843,7.7619,90.9385,0.0038,0.1026,310.1164,2.2313,1.0938,180,165.2152,100,6.0406,2.3607,193.8686,329.5543,11.325,33.21,51.8519,3.9831,-2.5392
